"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"1164","SRR20309393","2023-07-26 07:37:44","2022-07-19 13:33:57",65819231,13295484662,65819231,202,3937,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20309/SRR20309393/SRR20309393.lite.1","SRX16342636","GSM6351395","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","SRP387070","PRJNA860115",3,860115,"SRS13980570","SAMN29828524","simple",3197,"Marchantia polymorpha","GSM6351395",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457931",NA,"public","1A06758F812F9AEB8FAF519D98DB21A8","69C825076353883AAD06DBEF4CF6A865"
"1163","SRR20309019","2023-07-26 07:36:30","2022-07-19 12:24:04",42994313,6535135576,42994313,152,2753,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20309/SRR20309019/SRR20309019.lite.1","SRX16342323","GSM6351354","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980267","SAMN29828384","simple",3197,"Marchantia polymorpha","GSM6351354",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","3A922E467778C7053D82D4FCC24B49AE","2B58916526837308C751E9788B1EC60A"
"1162","SRR20309020","2023-07-26 07:36:30","2022-07-19 12:22:31",36051697,5479857944,36051697,152,2286,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20309/SRR20309020/SRR20309020.lite.1","SRX16342322","GSM6351353","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980266","SAMN29828385","simple",3197,"Marchantia polymorpha","GSM6351353",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","CEF6AD16E628A64790AA0E6B0F1A1B9D","82D022EDCDD74DB3E1110C01F78E2E1C"
"1161","SRR20309021","2023-07-26 07:36:29","2022-07-19 12:20:49",29074163,4419272776,29074163,152,1848,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20309/SRR20309021/SRR20309021.lite.1","SRX16342321","GSM6351352","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980265","SAMN29828386","simple",3197,"Marchantia polymorpha","GSM6351352",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","77B2DA7B65BDC396C059983B45D3957B","5FCECDFBE2318B202572C07AF5E644A3"
"1160","SRR20309022","2023-07-26 07:36:29","2022-07-19 13:05:20",49453281,7516898712,49453281,152,3141,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20309/SRR20309022/SRR20309022.lite.1","SRX16342320","GSM6351351","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980264","SAMN29828387","simple",3197,"Marchantia polymorpha","GSM6351351",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","B9C7BB8D96E6493DD1FB44D75F371971","5D6D287CAC218DF893FF6889FE6E15CA"
"1159","SRR20309023","2023-07-26 07:36:30","2022-07-19 12:24:50",37092941,5638127032,37092941,152,2374,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR020/20309/SRR20309023/SRR20309023.lite.1","SRX16342319","GSM6351350","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980263","SAMN29828388","simple",3197,"Marchantia polymorpha","GSM6351350",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","AEBE45F9A02A4614054668148D0443FA","3D2DE5895F8D4B945BD485D3777513F5"
"1158","SRR20309024","2023-07-26 07:36:30","2022-07-19 12:19:19",27927432,4244969664,27927432,152,1765,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20309/SRR20309024/SRR20309024.lite.1","SRX16342318","GSM6351349","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980262","SAMN29828389","simple",3197,"Marchantia polymorpha","GSM6351349",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","B6D4C2F341D79493B30A0E47D66793A7","90431A36F2880532D4DE599CE8FA5A45"
"1157","SRR20309025","2023-07-26 07:36:30","2022-07-19 12:26:35",40343048,6132143296,40343048,152,2565,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20309/SRR20309025/SRR20309025.lite.1","SRX16342317","GSM6351348","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980261","SAMN29828390","simple",3197,"Marchantia polymorpha","GSM6351348",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","6236B993569FE878D3824386DDED5918","AB8538E3594D698F59425CD0581BF096"
"1156","SRR20309026","2023-07-26 07:36:30","2022-07-19 12:27:41",35494225,5395122200,35494225,152,2263,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR020/20309/SRR20309026/SRR20309026.lite.1","SRX16342316","GSM6351347","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980259","SAMN29828391","simple",3197,"Marchantia polymorpha","GSM6351347",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","0BCDEB9055B14946BA28CDE242216E8A","476D21A5F5F37C5D598A4BA1A866DCC2"
"1155","SRR20309027","2023-07-26 07:36:29","2022-07-19 12:24:24",36761395,5587732040,36761395,152,2335,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR020/20309/SRR20309027/SRR20309027.lite.1","SRX16342315","GSM6351346","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP387060","PRJNA860099",3,860099,"SRS13980260","SAMN29828392","simple",3197,"Marchantia polymorpha","GSM6351346",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"PLANT SYSTEMS BIOLOGY, SCHOOL OF LIFE SCIENCES, TECHNICAL UNIVERSITY OF MUNICH","SRA1457913",NA,"public","F2579B720339AF70A49C4E966D3D5B66","D79C578F550CC81D7B9A054C8B2C7DB5"
"1152","SRR20281165","2022-07-18 12:01:15","2022-07-18 10:18:42",23666368,3540365490,0,149,1230,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281165/SRR20281165.lite.1","SRX16314742","G_npr-1_SA_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953446","SAMN29680422","simple",3197,"Marchantia polymorpha","G_npr-1_SA_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","2EC7A339D36BD5C2FAED08ADFE8EB98F","09FCA55B47AA39202A8B4616D036EE5E"
"1142","SRR20281166","2022-07-18 10:36:28","2022-07-18 10:05:57",21349298,3192727888,0,149,1112,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281166/SRR20281166.lite.1","SRX16314741","G_Tak-1_SA_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953445","SAMN29680421","simple",3197,"Marchantia polymorpha","G_Tak-1_SA_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","66748D6F537D33CA52F91E68392EEDC7","A44A8C69C695480FD7BABD0F4CC3F099"
"1141","SRR20281167","2022-07-18 10:36:28","2022-07-18 10:04:53",17443707,2610055507,0,149,913,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20281/SRR20281167/SRR20281167.lite.1","SRX16314740","G_Tak-1_SA_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953444","SAMN29680420","simple",3197,"Marchantia polymorpha","G_Tak-1_SA_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","4F0B1AFB26E18FD7A522145996FFAE59","7930FC4AF8CD49C0D333C3E85C357D86"
"1140","SRR20281168","2022-07-18 10:36:28","2022-07-18 10:05:17",18520549,2772593043,0,149,970,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20281/SRR20281168/SRR20281168.lite.1","SRX16314739","G_Tak-1_SA_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953443","SAMN29680419","simple",3197,"Marchantia polymorpha","G_Tak-1_SA_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","6D1A23DE0FB7C343CE363A1F73618466","2605608CB39D3DCE48BCCDF0B82CC876"
"1151","SRR20281169","2022-07-18 12:01:15","2022-07-18 10:19:02",17847246,2674448624,0,149,931,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20281/SRR20281169/SRR20281169.lite.1","SRX16314738","G_npr-1_DW_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953442","SAMN29680418","simple",3197,"Marchantia polymorpha","G_npr-1_DW_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","93FBF81E9B5DBA6C04CFF4C27DDE44E8","2FEC1422DFC18B3F88380A1B80ECF360"
"1150","SRR20281170","2022-07-18 10:36:28","2022-07-18 10:09:57",19131231,2870935605,0,150,1093,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20281/SRR20281170/SRR20281170.lite.1","SRX16314737","G_npr-1_DW_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953441","SAMN29680417","simple",3197,"Marchantia polymorpha","G_npr-1_DW_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","AE40DC41D9456F3A879C20F5D76C9CE4","4DE341F4E5F56F60700159C5C7FFA6CA"
"1149","SRR20281171","2022-07-18 10:36:28","2022-07-18 10:02:29",15037485,2252997052,0,149,783,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20281/SRR20281171/SRR20281171.lite.1","SRX16314736","G_npr-1_DW_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953440","SAMN29680416","simple",3197,"Marchantia polymorpha","G_npr-1_DW_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","31214B898EE3951E45F2AB1C72618000","08AA3FB4076B79B261A531D04D9476F0"
"1145","SRR20281172","2022-07-18 12:01:15","2022-07-18 10:27:54",20457383,3062290015,0,149,1065,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20281/SRR20281172/SRR20281172.lite.1","SRX16314735","G_npr-1_BTH_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953439","SAMN29680436","simple",3197,"Marchantia polymorpha","G_npr-1_BTH_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","DD183EE57321E07A4EAE57B3B665CC2C","EA0C17CF2CD5289CA99F804089239F0C"
"1144","SRR20281173","2022-07-18 10:36:28","2022-07-18 10:04:07",16289700,2439676261,0,149,846,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281173/SRR20281173.lite.1","SRX16314734","G_npr-1_BTH_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953438","SAMN29680435","simple",3197,"Marchantia polymorpha","G_npr-1_BTH_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","7DEEF80E9176B652A83A7AA5D47236B2","44D691F8E815D6BFCD89F1FFB133A3E7"
"1143","SRR20281174","2022-07-18 10:36:28","2022-07-18 10:04:59",19316797,2893920700,0,149,1007,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20281/SRR20281174/SRR20281174.lite.1","SRX16314733","G_npr-1_BTH_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953437","SAMN29680434","simple",3197,"Marchantia polymorpha","G_npr-1_BTH_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","90DC3F85E7F6936F008867287FC89F00","FF3EDEE2B6855584DEE65D29BD351163"
"1133","SRR20281175","2022-07-18 10:36:28","2022-07-18 10:04:23",15125005,2262739673,0,149,798,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281175/SRR20281175.lite.1","SRX16314732","G_Tak-1_BTH_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953436","SAMN29680433","simple",3197,"Marchantia polymorpha","G_Tak-1_BTH_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","C4FCFB8CC2B9F99DAD29CED5220CCA7E","1FB61B9D23A1E2DD94F58323F2B6E429"
"1139","SRR20281176","2022-07-18 10:36:28","2022-07-18 10:04:31",17273687,2587602447,0,149,903,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281176/SRR20281176.lite.1","SRX16314731","G_Tak-1_DW_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953435","SAMN29680415","simple",3197,"Marchantia polymorpha","G_Tak-1_DW_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","4D51E2110F96EC886A7C9F1FB29679FF","1E7BDCEF45541C19A5929870DE3C54DE"
"1132","SRR20281177","2022-07-18 10:36:28","2022-07-18 10:04:29",15011356,2245299319,0,149,782,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20281/SRR20281177/SRR20281177.lite.1","SRX16314730","G_Tak-1_BTH_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953434","SAMN29680432","simple",3197,"Marchantia polymorpha","G_Tak-1_BTH_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","98D49B53AA7C9CE4134ED491E8D3BF32","EC085547999C7C1AFB79B700AF819A2B"
"1131","SRR20281178","2022-07-18 10:36:27","2022-07-18 10:06:05",17583324,2633078539,0,149,916,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20281/SRR20281178/SRR20281178.lite.1","SRX16314729","G_Tak-1_BTH_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953433","SAMN29680431","simple",3197,"Marchantia polymorpha","G_Tak-1_BTH_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","897F257B4B70F89305D3C20C3D152DA4","C67F57603D6641AF85DE6652909D1D03"
"1148","SRR20281179","2022-07-18 10:36:27","2022-07-18 10:06:04",21714949,3247908009,0,149,1140,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20281/SRR20281179/SRR20281179.lite.1","SRX16314728","G_npr-1_DMSO_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953432","SAMN29680430","simple",3197,"Marchantia polymorpha","G_npr-1_DMSO_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","5940F4EB76114E04C5BCB8C09E806BF3","E63CC858A5E8D2872D6224F17C3AB520"
"1147","SRR20281180","2022-07-18 10:36:27","2022-07-18 10:05:08",17995375,2692770637,0,149,943,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR020/20281/SRR20281180/SRR20281180.lite.1","SRX16314727","G_npr-1_DMSO_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953431","SAMN29680429","simple",3197,"Marchantia polymorpha","G_npr-1_DMSO_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","C58E0F39A977CBB11E0F3E7790772017","FF573D2B7DFCDB89BB28FECB86504106"
"1146","SRR20281181","2022-07-18 10:36:27","2022-07-18 10:05:21",19121354,2863124355,0,149,997,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281181/SRR20281181.lite.1","SRX16314726","G_npr-1_DMSO_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953430","SAMN29680428","simple",3197,"Marchantia polymorpha","G_npr-1_DMSO_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","9D5D7CFA4A955B0C3FFBA9E0093F0AAC","67943F518313426E6BFE0E7BDF60CD87"
"1136","SRR20281182","2022-07-18 10:36:27","2022-07-18 10:04:34",15962822,2391659934,0,149,836,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20281/SRR20281182/SRR20281182.lite.1","SRX16314725","G_Tak-1_DMSO_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953429","SAMN29680427","simple",3197,"Marchantia polymorpha","G_Tak-1_DMSO_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","9E1AA841BD78C69CC34116CA3A19E5C4","96A6CA86D14CCCA8701724B0865EFF5A"
"1135","SRR20281183","2022-07-18 10:36:27","2022-07-18 10:11:09",17354560,2598048765,0,149,907,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20281/SRR20281183/SRR20281183.lite.1","SRX16314724","G_Tak-1_DMSO_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953428","SAMN29680426","simple",3197,"Marchantia polymorpha","G_Tak-1_DMSO_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","DA40CF9FDB12A5854BB878FB1A030EAF","2F65B811347567050DA3C9F927039475"
"1134","SRR20281184","2022-07-18 10:36:27","2022-07-18 10:11:54",31179286,4666997667,0,149,1629,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281184/SRR20281184.lite.1","SRX16314723","G_Tak-1_DMSO_1","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953427","SAMN29680425","simple",3197,"Marchantia polymorpha","G_Tak-1_DMSO_1",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","01A89270DB529289C37C6E452785FFEC","AE0F702800265AD52BC635E486CD1877"
"1154","SRR20281185","2022-07-18 10:36:27","2022-07-18 10:04:51",16484346,2467030984,0,149,862,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR020/20281/SRR20281185/SRR20281185.lite.1","SRX16314722","G_npr-1_SA_3","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953426","SAMN29680424","simple",3197,"Marchantia polymorpha","G_npr-1_SA_3",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","87D9B85AEC47D03653BDF1D2809333E7","5850478E414E991A4D6996B183EBABFD"
"1153","SRR20281186","2022-07-18 10:36:27","2022-07-18 10:05:59",19568286,2927242533,0,149,1021,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20281/SRR20281186/SRR20281186.lite.1","SRX16314721","G_npr-1_SA_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953425","SAMN29680423","simple",3197,"Marchantia polymorpha","G_npr-1_SA_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","A4AE70E1AF6664B7699131276827888E","0F6E0FEA8D59C7ECBDE93FF6210C96B3"
"1138","SRR20281187","2022-07-18 10:36:27","2022-07-18 10:07:56",21180410,3168732201,0,149,1109,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20281/SRR20281187/SRR20281187.lite.1","SRX16314720","G_Tak-1_DW_2","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 3000","SRP386855","PRJNA858257",NA,858257,"SRS13953424","SAMN29680414","simple",3197,"Marchantia polymorpha","G_Tak-1_DW_2",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"MAX-PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH","SRA1456572",NA,"public","7C054605CBF9B63511CF937FE624C69B","3CB2F819DA1EC3DECC80C264B6B8A0C3"
