"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX7700642","RNA-seq of Anolis  carolinensis: liver","Anolis carolinensis","NextSeq 500","Aarhus University","SRP247891","RNAseq data of 2 fish species and 2 reptiles","SRS6124881","","3308.97","1","31027910","9328497244","Sample_G01_A_carolinensis_liver_1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7700641","RNA-seq of Anolis  carolinensis: testis","Anolis carolinensis","NextSeq 500","Aarhus University","SRP247891","RNAseq data of 2 fish species and 2 reptiles","SRS6124880","","2140.59","1","19612809","5896772438","Sample_F01_A_carolinensis_testis_2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7700640","RNA-seq of Anolis  carolinensis: testis","Anolis carolinensis","NextSeq 500","Aarhus University","SRP247891","RNAseq data of 2 fish species and 2 reptiles","SRS6124879","","2491.95","1","22913419","6889083414","Sample_E01_A_carolinensis_testis_1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7141398","GSM4160724: Riboseq.lizard.testis.wt.adult.rep1; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP054244","Ribosomes guide pachytene piRNA formation on long intergenic piRNA precursors","SRS5649539","","3563.08","1","257572751","8625250116","","OTHER","TRANSCRIPTOMIC","other"
"SRX6452868","RNA-Seq of Anolis carolinensis: adult whole eye","Anolis carolinensis","Illumina HiSeq 2500","University of Toronto","SRP214941","Gekko gecko and Anolis carolinensis eye transcriptomes","SRS5106211","","8860.48","1","71805265","14361053000","RS05ex1_1","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX6163424","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1148K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","513.08","1","19967","17813890","G1148K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163423","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1147K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","504.01","1","20160","17619501","G1147K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163422","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1146K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","524.72","1","19968","17540853","G1146K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163421","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1145K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","485.96","1","19968","17751307","G1145K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163420","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1144K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","976.68","1","39552","35504791","G1144K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163419","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1143K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","474.1","1","19968","17807903","G1143K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163418","Trace experiment for center BI, NON GENOMIC, species ANOLIS CAROLINENSIS  G1142K1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","505.86","1","19584","17468347","G1142K1","RNA-Seq","GENOMIC","unspecified"
"SRX6163417","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1471.4","1","55126","37046631","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163416","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1615.51","1","55132","37601409","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163415","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1558.59","1","55132","41289511","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163414","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1487.09","1","55132","39254444","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163413","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1513.56","1","55132","38546540","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163412","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1520.26","1","55132","37932503","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163411","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G996BES1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1534.15","1","55131","36412708","G996BES1","WGA","GENOMIC","unspecified"
"SRX6163410","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1376.51","1","49935","44680961","G889P9","WGA","GENOMIC","unspecified"
"SRX6163409","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1411.68","1","50012","44102291","G889P9","WGA","GENOMIC","unspecified"
"SRX6163408","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1426.41","1","50012","45128076","G889P9","WGA","GENOMIC","unspecified"
"SRX6163407","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1431.27","1","50012","44374512","G889P9","WGA","GENOMIC","unspecified"
"SRX6163406","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1456.56","1","50012","44255901","G889P9","WGA","GENOMIC","unspecified"
"SRX6163405","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1446.22","1","50012","44531186","G889P9","WGA","GENOMIC","unspecified"
"SRX6163404","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1404.26","1","50012","46513263","G889P9","WGA","GENOMIC","unspecified"
"SRX6163403","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1386.7","1","50012","45497755","G889P9","WGA","GENOMIC","unspecified"
"SRX6163402","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1412.91","1","50012","46037440","G889P9","WGA","GENOMIC","unspecified"
"SRX6163401","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1406.8","1","50012","45532377","G889P9","WGA","GENOMIC","unspecified"
"SRX6163400","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1380.11","1","50012","45644880","G889P9","WGA","GENOMIC","unspecified"
"SRX6163399","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1390.32","1","50012","44886304","G889P9","WGA","GENOMIC","unspecified"
"SRX6163398","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1433.94","1","50012","44863379","G889P9","WGA","GENOMIC","unspecified"
"SRX6163397","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1445.75","1","50012","46035224","G889P9","WGA","GENOMIC","unspecified"
"SRX6163396","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1430.57","1","50012","44877817","G889P9","WGA","GENOMIC","unspecified"
"SRX6163395","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1434.39","1","50012","45681605","G889P9","WGA","GENOMIC","unspecified"
"SRX6163394","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1450.54","1","50012","45603477","G889P9","WGA","GENOMIC","unspecified"
"SRX6163393","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1431.83","1","50012","45024683","G889P9","WGA","GENOMIC","unspecified"
"SRX6163392","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1432.55","1","50012","45580210","G889P9","WGA","GENOMIC","unspecified"
"SRX6163391","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1427.27","1","50012","44793532","G889P9","WGA","GENOMIC","unspecified"
"SRX6163390","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1468.92","1","50012","44276218","G889P9","WGA","GENOMIC","unspecified"
"SRX6163389","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1432.65","1","50012","46141741","G889P9","WGA","GENOMIC","unspecified"
"SRX6163388","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1455.49","1","50012","45962571","G889P9","WGA","GENOMIC","unspecified"
"SRX6163387","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1508.85","1","50012","44300627","G889P9","WGA","GENOMIC","unspecified"
"SRX6163386","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1457.29","1","50012","45837992","G889P9","WGA","GENOMIC","unspecified"
"SRX6163385","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1456.67","1","50012","46050863","G889P9","WGA","GENOMIC","unspecified"
"SRX6163384","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1417.14","1","50012","46100102","G889P9","WGA","GENOMIC","unspecified"
"SRX6163383","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1395.14","1","50012","46092891","G889P9","WGA","GENOMIC","unspecified"
"SRX6163382","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1428.89","1","50012","45618961","G889P9","WGA","GENOMIC","unspecified"
"SRX6163381","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1492.18","1","50012","47363038","G889P9","WGA","GENOMIC","unspecified"
"SRX6163380","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1434.08","1","50012","45554939","G889P9","WGA","GENOMIC","unspecified"
"SRX6163379","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1432.01","1","50012","45810943","G889P9","WGA","GENOMIC","unspecified"
"SRX6163378","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1437.3","1","50012","46497695","G889P9","WGA","GENOMIC","unspecified"
"SRX6163377","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1407.32","1","50012","46147044","G889P9","WGA","GENOMIC","unspecified"
"SRX6163376","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1454.04","1","50012","45981755","G889P9","WGA","GENOMIC","unspecified"
"SRX6163375","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1511.57","1","50012","44820765","G889P9","WGA","GENOMIC","unspecified"
"SRX6163374","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1467.82","1","50012","45246865","G889P9","WGA","GENOMIC","unspecified"
"SRX6163373","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1430.98","1","50012","44954237","G889P9","WGA","GENOMIC","unspecified"
"SRX6163372","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1425.69","1","50012","45417754","G889P9","WGA","GENOMIC","unspecified"
"SRX6163371","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1438.39","1","50012","44033920","G889P9","WGA","GENOMIC","unspecified"
"SRX6163370","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1453.39","1","50012","43942286","G889P9","WGA","GENOMIC","unspecified"
"SRX6163369","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1443.68","1","50012","44740703","G889P9","WGA","GENOMIC","unspecified"
"SRX6163368","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1415.18","1","50012","44423485","G889P9","WGA","GENOMIC","unspecified"
"SRX6163367","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1425.74","1","50012","44886332","G889P9","WGA","GENOMIC","unspecified"
"SRX6163366","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1424.64","1","50012","44840788","G889P9","WGA","GENOMIC","unspecified"
"SRX6163365","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1458.5","1","50012","44995522","G889P9","WGA","GENOMIC","unspecified"
"SRX6163364","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1412.26","1","50012","44651590","G889P9","WGA","GENOMIC","unspecified"
"SRX6163363","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1418.88","1","50012","43956177","G889P9","WGA","GENOMIC","unspecified"
"SRX6163362","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1452.14","1","50012","44225468","G889P9","WGA","GENOMIC","unspecified"
"SRX6163361","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1432.95","1","50012","45666059","G889P9","WGA","GENOMIC","unspecified"
"SRX6163360","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1461.15","1","50012","41804680","G889P9","WGA","GENOMIC","unspecified"
"SRX6163359","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1478.41","1","50012","43431253","G889P9","WGA","GENOMIC","unspecified"
"SRX6163358","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1466.36","1","50012","43028315","G889P9","WGA","GENOMIC","unspecified"
"SRX6163357","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1477.03","1","50012","45167172","G889P9","WGA","GENOMIC","unspecified"
"SRX6163356","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1468.89","1","50012","44390716","G889P9","WGA","GENOMIC","unspecified"
"SRX6163355","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1465.51","1","50012","45755980","G889P9","WGA","GENOMIC","unspecified"
"SRX6163354","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1434.25","1","50012","45374039","G889P9","WGA","GENOMIC","unspecified"
"SRX6163353","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1458.62","1","50012","45657294","G889P9","WGA","GENOMIC","unspecified"
"SRX6163352","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1419.58","1","50012","45432733","G889P9","WGA","GENOMIC","unspecified"
"SRX6163351","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1393.78","1","50012","45854337","G889P9","WGA","GENOMIC","unspecified"
"SRX6163350","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1383.91","1","50012","45638894","G889P9","WGA","GENOMIC","unspecified"
"SRX6163349","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1400.12","1","50012","45348656","G889P9","WGA","GENOMIC","unspecified"
"SRX6163348","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1394.88","1","50012","45758088","G889P9","WGA","GENOMIC","unspecified"
"SRX6163347","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1405.53","1","50012","45665325","G889P9","WGA","GENOMIC","unspecified"
"SRX6163346","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1400.32","1","50012","45752545","G889P9","WGA","GENOMIC","unspecified"
"SRX6163345","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1431.82","1","50012","45792738","G889P9","WGA","GENOMIC","unspecified"
"SRX6163344","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1419.75","1","50012","45204184","G889P9","WGA","GENOMIC","unspecified"
"SRX6163343","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1423.75","1","50012","45574152","G889P9","WGA","GENOMIC","unspecified"
"SRX6163342","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1422.81","1","50012","44861691","G889P9","WGA","GENOMIC","unspecified"
"SRX6163341","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1427.97","1","50012","45779245","G889P9","WGA","GENOMIC","unspecified"
"SRX6163340","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1439.9","1","50012","45476409","G889P9","WGA","GENOMIC","unspecified"
"SRX6163339","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1411.73","1","50012","44790654","G889P9","WGA","GENOMIC","unspecified"
