"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"DRX061089","AB SOLiD System 3.0 sequencing of SAMD00057654","Physcomitrium patens","AB SOLiD System 3.0","ERATO","DRP005855","Transcriptome analysis of Physcomitrella patens","DRS123354","","15327.76","1","364102221","18205111050","rep_mix_eq","RNA-Seq","TRANSCRIPTOMIC","repeat fractionation"
"DRX045334","AB SOLiD 4 System sequencing of SAMD00016387","Physcomitrium patens","AB SOLiD 4 System","ERATO","DRP003354","Transcriptome in epigenetic regulator mutants of Physcomitrella patens","DRS000704","","458.55","1","22538721","563468025","WT_107_27_Game_II","OTHER","TRANSCRIPTOMIC","other"
"DRX045333","AB SOLiD 4 System sequencing of SAMD00016387","Physcomitrium patens","AB SOLiD 4 System","ERATO","DRP003354","Transcriptome in epigenetic regulator mutants of Physcomitrella patens","DRS000704","","365.1","1","17799006","444975150","WT_107_27_Game_I","OTHER","TRANSCRIPTOMIC","other"
"SRX7797239","mRNA-seq of ppmrg1  protonema,  1-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212553","","2724.59","1","38007544","7677523888","ppmrg1 _R1_Rep1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797238","mRNA-seq of ppmrg1  protonema, dark-grown control, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212552","","3019.63","1","42585727","8602316854","ppmrg1 _D_Rep3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797237","mRNA-seq of ppmrg1  protonema, dark-grown control, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212551","","3557.13","1","49714624","10042354048","ppmrg1 _D_Rep2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797236","mRNA-seq of ppmrg1  protonema, dark-grown control, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212550","","3199.48","1","45064908","9103111416","ppmrg1 _D_Rep1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797235","mRNA-seq of wild-type protonema,  1-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212549","","3309.64","1","46799181","9453434562","MRG_WT_R1_Rep3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797234","mRNA-seq of wild-type protonema,  1-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212548","","2597.6","1","36958193","7465554986","MRG_WT_R1_Rep2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797233","mRNA-seq of wild-type protonema, 1-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212547","","2993.14","1","41742687","8432022774","MRG_WT_R1_Rep1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797232","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212546","","3074.53","1","43590842","8805350084","MRG_WT_D_Rep3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797231","mRNA-seq of ppmrg1  protonema, 1-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212545","","3353.97","1","47321685","9558980370","ppmrg1 _R1_Rep3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797230","mRNA-seq of ppmrg1  protonema, 1-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212543","","2687.26","1","37875757","7650902914","ppmrg1 _R1_Rep2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797229","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212541","","3226.29","1","45654697","9222248794","MRG_WT_D_Rep2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7797228","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP115845","Physcomitrella patens Raw sequence reads","SRS6212539","","2611.4","1","36669691","7407277582","MRG_WT_D_Rep1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX7638500","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068845","","1225.46","1","20464569","4133842938","36","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638499","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068844","","1161.36","1","19324396","3903527992","34","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638498","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068843","","1180.58","1","19611448","3961512496","31","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638497","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068842","","1059.13","1","17657222","3566758844","30","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638496","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068841","","1131.36","1","18808361","3799288922","29","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638495","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068840","","1475.57","1","24561124","4961347048","28","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638494","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068839","","1106.78","1","18378007","3712357414","27","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638493","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068838","","1278.15","1","21251627","4292828654","26","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7638492","RNA-seq of P patens lipid body mutant lines","Physcomitrium patens","Illumina NovaSeq 6000","Technical University of Denmark","SRP245505","Lipid bodies and patchoulol in Physcomitrella patens","SRS6068837","","1284.24","1","21384754","4319720308","25","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX177051","Illumina HiSeq 1500 sequencing of SAMD00180254","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120853","","258.91","1","10006759","660446094","Zeo_54h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177050","Illumina HiSeq 1500 sequencing of SAMD00180253","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120852","","303.56","1","11792066","778276356","Zeo_54h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177049","Illumina HiSeq 1500 sequencing of SAMD00180252","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120851","","223.28","1","8738177","576719682","Zeo_54h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177048","Illumina HiSeq 1500 sequencing of SAMD00180251","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120850","","251.47","1","9794880","646462080","Zeo_30h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177047","Illumina HiSeq 1500 sequencing of SAMD00180250","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120849","","274.19","1","10623436","701146776","Zeo_30h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177046","Illumina HiSeq 1500 sequencing of SAMD00180249","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120848","","266.2","1","10462763","690542358","Zeo_30h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177045","Illumina HiSeq 1500 sequencing of SAMD00180248","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120847","","285.38","1","11060083","729965478","Zeo_18h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177044","Illumina HiSeq 1500 sequencing of SAMD00180247","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120846","","306.85","1","11782764","777662424","Zeo_18h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177043","Illumina HiSeq 1500 sequencing of SAMD00180246","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120845","","313.7","1","12303091","812004006","Zeo_18h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177042","Illumina HiSeq 1500 sequencing of SAMD00180245","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120844","","254.88","1","9920971","654784086","Zeo_12h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177041","Illumina HiSeq 1500 sequencing of SAMD00180244","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120843","","347.49","1","13688877","903465882","Zeo_12h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177040","Illumina HiSeq 1500 sequencing of SAMD00180243","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120842","","246.98","1","9626387","635341542","Zeo_12h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177039","Illumina HiSeq 1500 sequencing of SAMD00180242","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120841","","312.79","1","12167269","803039754","Zeo_9h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177038","Illumina HiSeq 1500 sequencing of SAMD00180241","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120840","","321.05","1","12502531","825167046","Zeo_9h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177037","Illumina HiSeq 1500 sequencing of SAMD00180240","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120839","","323.63","1","12718482","839419812","Zeo_9h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177036","Illumina HiSeq 1500 sequencing of SAMD00180239","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120838","","235.41","1","9135542","602945772","Zeo_6h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177035","Illumina HiSeq 1500 sequencing of SAMD00180238","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120837","","323.78","1","12457933","822223578","Zeo_6h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177034","Illumina HiSeq 1500 sequencing of SAMD00180237","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120836","","198.19","1","7740157","510850362","Zeo_6h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177033","Illumina HiSeq 1500 sequencing of SAMD00180236","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120835","","299.88","1","11569594","763593204","Zeo_3h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177032","Illumina HiSeq 1500 sequencing of SAMD00180235","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120834","","294.64","1","11586620","764716920","Zeo_3h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177031","Illumina HiSeq 1500 sequencing of SAMD00180234","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120833","","238.57","1","9306536","614231376","Zeo_3h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177030","Illumina HiSeq 1500 sequencing of SAMD00180233","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120832","","309.28","1","11978646","790590636","Zeo_1h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177029","Illumina HiSeq 1500 sequencing of SAMD00180232","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120831","","272.5","1","10670086","704225676","Zeo_1h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177028","Illumina HiSeq 1500 sequencing of SAMD00180231","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120830","","219.84","1","8621089","568991874","Zeo_1h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177027","Illumina HiSeq 1500 sequencing of SAMD00180230","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120829","","342.7","1","13137538","867077508","Mock_54h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177026","Illumina HiSeq 1500 sequencing of SAMD00180229","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120828","","418.67","1","16305900","1076189400","Mock_54h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177025","Illumina HiSeq 1500 sequencing of SAMD00180228","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120827","","314.11","1","12234108","807451128","Mock_54h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177024","Illumina HiSeq 1500 sequencing of SAMD00180227","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120826","","316.6","1","12178634","803789844","Mock_12h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177023","Illumina HiSeq 1500 sequencing of SAMD00180226","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120825","","301.16","1","11601092","765672072","Mock_12h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177022","Illumina HiSeq 1500 sequencing of SAMD00180225","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120824","","299.33","1","11727387","774007542","Mock_12h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177021","Illumina HiSeq 1500 sequencing of SAMD00180224","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120823","","283.1","1","10873956","717681096","Mock_6h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177020","Illumina HiSeq 1500 sequencing of SAMD00180223","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120822","","289.36","1","11249373","742458618","Mock_6h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177019","Illumina HiSeq 1500 sequencing of SAMD00180222","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120821","","343.77","1","13548576","894206016","Mock_6h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177018","Illumina HiSeq 1500 sequencing of SAMD00180221","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120820","","258.24","1","9921949","654848634","Mock_0h_3rd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177017","Illumina HiSeq 1500 sequencing of SAMD00180220","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120819","","324.29","1","12812931","845653446","Mock_0h_2nd_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"DRX177016","Illumina HiSeq 1500 sequencing of SAMD00180219","Physcomitrium patens","Illumina HiSeq 1500","NIBB","DRP005771","Investigation of the response to DNA damage in the moss Physcomitrella patens","DRS120818","","194.24","1","7559296","498913536","Mock_0h_1st_lib","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"SRX7585322","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein P19 encoding gene of tomato bushy stunt virus 12 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019020","","1862.77","1","29209021","4413201536","P19_E_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585321","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein P19 encoding gene of tomato bushy stunt virus 7 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019019","","1755.89","1","27443552","4146670381","P19_E_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585320","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein 2b encoding gene of cucumber mosaic virus 12 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019018","","1994.37","1","31063887","4693100483","2b_C_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585319","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein 2b encoding gene of cucumber mosaic virus 7 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019017","","1880.73","1","29298469","4426520280","2b_C_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585318","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein 2b encoding gene of cucumber mosaic virus 12 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019016","","1962.59","1","30459270","4602077421","2b_E_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585317","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein 2b encoding gene of cucumber mosaic virus 7 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019015","","1771.43","1","27522710","4158140458","2b_E_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585316","RNA-Seq of Physcomitrella patens wild type 12 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019014","","1825.34","1","27752522","4192917550","WT_C_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585315","small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein P19 encoding gene 7 days after treatment with beta-estradiol; biological replicate 3","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019013","","692.32","1","41335801","2066790050","P19_rep_3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585314","RNA-Seq of Physcomitrella patens wild type 7 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019012","","2381.54","1","37043479","5596226438","WT_C_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585313","Small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein P19 encoding gene 7 days after treatment with beta-estradiol; biological replicate 2","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019011","","626.9","1","37003119","1850155950","P19_rep_2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585312","Small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein P19 encoding gene 7 days after treatment with beta-estradiol; biological replicate 1","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019010","","692.1","1","42172120","2108606000","P19_rep_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585311","Small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein 2b encoding gene 7 days after treatment with beta-estradiol; biological replicate 3","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019009","","816.25","1","46889931","2344496550","2b_rep_3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585310","Small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein 2b encoding gene 7 days after treatment with beta-estradiol; biological replicate 2","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019008","","715.37","1","41837206","2091860300","2b_rep_2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585309","Small RNA-Seq of Physcomitrella patens transformed with inducible viral suppressor protein 2b encoding gene 7 days after treatment with beta-estradiol; biological replicate 1","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019007","","582.35","1","33434271","1671713550","2b_rep_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585308","Small RNA-Seq of Physcomitrella patens wild type 7 days after treatment with beta-estradiol; biological replicate 3","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019006","","811.57","1","47707278","2385363900","WT_rep_3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585307","Small RNA-Seq of Physcomitrella patens wild type 7 days after treatment with beta-estradiol; biological replicate 2","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019005","","542.8","1","31285278","1564263900","WT_rep_2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585306","Small RNA-Seq of Physcomitrella patens wild type 7 days after treatment with beta-estradiol; biological replicate 1","Physcomitrium patens","Illumina HiSeq 3000","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019004","","441.3","1","25508567","1275428350","WT_rep_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7585305","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein P19 encoding gene of tomato bushy stunt virus 12 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019003","","1679.5","1","24741014","3738199390","P19_C_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585304","RNA-Seq of Physcomitrella patens transformed with beta-estradiol inducible viral suppressor protein P19 encoding gene of tomato bushy stunt virus 7 days after treatment with water","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019002","","1883.75","1","29275561","4423055181","P19_C_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585303","RNA-Seq of Physcomitrella patens wild type 12 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019001","","1933.87","1","30139520","4553520234","WT_E_12","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX7585302","RNA-Seq of Physcomitrella patens wild type 7 days after treatment with beta-estradiol","Physcomitrium patens","NextSeq 500","University of Freiburg","SRP243596","Viral suppressors of RNA silencing in vascular plants also interfere with the development of the bryophyte Physcomitrella patens","SRS6019000","","1820.4","1","28265448","4270209797","WT_E_7","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
